Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Gansu,Mainland China,1/31/2020 23:59,29,,03/21/2020
Ningxia,Mainland China,1/31/2020 23:59,21,,03/21/2020
Inner Mongolia,Mainland China,1/31/2020 23:59,20,,03/21/2020
Xinjiang,Mainland China,1/31/2020 23:59,17,,03/21/2020
Jilin,Mainland China,1/31/2020 23:59,14,,03/21/2020
Hong Kong,Hong Kong,1/31/2020 23:59,12,,03/21/2020
Taiwan,Taiwan,1/31/2020 23:59,10,,03/21/2020
Qinghai,Mainland China,1/31/2020 23:59,8,,03/21/2020
Macau,Macau,1/31/2020 23:59,7,,03/21/2020
Tibet,Mainland China,1/31/2020 23:59,1,,03/21/2020
,Thailand,1/31/2020 23:59,19,,03/21/2020
,Japan,1/31/2020 23:59,15,,03/21/2020
,Singapore,1/31/2020 23:59,13,,03/21/2020
,South Korea,1/31/2020 23:59,11,,03/21/2020
,Malaysia,1/31/2020 23:59,8,,03/21/2020
,France,1/31/2020 23:59,5,,03/21/2020
Bavaria,Germany,1/31/2020 23:59,5,,03/21/2020
New South Wales,Australia,1/31/2020 23:59,4,,03/21/2020
,United Arab Emirates,1/31/2020 23:59,4,,03/21/2020
Victoria,Australia,1/31/2020 23:59,3,,03/21/2020
Illinois,US,1/31/2020 23:59,2,,03/21/2020
California,US,1/31/2020 23:59,2,,03/21/2020
,Vietnam,1/31/2020 23:59,2,,03/21/2020
Ontario,Canada,1/31/2020 23:59,2,,03/21/2020
Queensland,Australia,1/31/2020 23:59,2,,03/21/2020
,Italy,1/31/2020 23:59,2,,03/21/2020
,UK,1/31/2020 23:59,2,,03/21/2020
,Russia,1/31/2020 23:59,2,,03/21/2020
Washington,US,1/31/2020 23:59,1,,03/21/2020
Arizona,US,1/31/2020 23:59,1,,03/21/2020
,Nepal,1/31/2020 23:59,1,,03/21/2020
British Columbia,Canada,1/31/2020 23:59,1,,03/21/2020
,Cambodia,1/31/2020 23:59,1,,03/21/2020
,Sri Lanka,1/31/2020 23:59,1,,03/21/2020
,Finland,1/31/2020 23:59,1,,03/21/2020
,Philippines,1/31/2020 23:59,1,,03/21/2020
,India,1/31/2020 23:59,1,,03/21/2020
,Sweden,1/31/2020 23:59,1,,03/21/2020
Hubei,Mainland China,2/1/2020 11:53,7153,249,03/21/2020
Zhejiang,Mainland China,2/1/2020 10:53,599,0,03/21/2020
Guangdong,Mainland China,2/1/2020 14:23,535,0,03/21/2020
Henan,Mainland China,2/1/2020 1:52,422,2,03/21/2020
Hunan,Mainland China,2/1/2020 11:03,389,0,03/21/2020
Anhui,Mainland China,2/1/2020 13:33,297,0,03/21/2020
Jiangxi,Mainland China,2/1/2020 1:52,286,0,03/21/2020
Chongqing,Mainland China,2/1/2020 8:43,247,1,03/21/2020
Sichuan,Mainland China,2/1/2020 1:52,207,1,03/21/2020
Shandong,Mainland China,2/1/2020 7:51,206,0,03/21/2020
Jiangsu,Mainland China,2/1/2020 14:03,202,0,03/21/2020
Shanghai,Mainland China,2/1/2020 6:05,169,1,03/21/2020
Beijing,Mainland China,2/1/2020 9:17,168,1,03/21/2020
Fujian,Mainland China,2/1/2020 5:37,144,0,03/21/2020
Shaanxi,Mainland China,2/1/2020 5:37,101,0,03/21/2020
Guangxi,Mainland China,2/1/2020 1:52,100,0,03/21/2020
Hebei,Mainland China,2/1/2020 1:52,96,1,03/21/2020
Yunnan,Mainland China,2/1/2020 15:53,93,0,03/21/2020
Heilongjiang,Mainland China,2/1/2020 10:33,80,2,03/21/2020
Liaoning,Mainland China,2/1/2020 15:23,64,0,03/21/2020
Hainan,Mainland China,2/1/2020 8:43,62,1,03/21/2020
Shanxi,Mainland China,2/1/2020 1:52,47,0,03/21/2020
Tianjin,Mainland China,2/1/2020 15:43,41,0,03/21/2020
Gansu,Mainland China,2/1/2020 15:43,40,0,03/21/2020
Guizhou,Mainland China,1/31/2020 15:20,29,0,03/21/2020
Ningxia,Mainland China,2/1/2020 2:13,26,0,03/21/2020
Inner Mongolia,Mainland China,2/1/2020 5:37,23,0,03/21/2020
,Japan,2/1/2020 18:53,20,0,03/21/2020
,Thailand,1/31/2020 10:37,19,0,03/21/2020
Xinjiang,Mainland China,2/1/2020 5:37,18,0,03/21/2020
Jilin,Mainland China,2/1/2020 1:52,17,0,03/21/2020
,Singapore,2/1/2020 5:37,16,0,03/21/2020
Hong Kong,Hong Kong,2/1/2020 5:37,13,0,03/21/2020
,South Korea,2/1/2020 10:43,12,0,03/21/2020
Taiwan,Taiwan,1/31/2020 15:20,10,0,03/21/2020
Qinghai,Mainland China,2/1/2020 5:37,9,0,03/21/2020
,Malaysia,1/31/2020 8:15,8,0,03/21/2020
,Germany,2/1/2020 18:33,8,0,03/21/2020
Macau,Macau,1/31/2020 8:15,7,0,03/21/2020
,France,2/1/2020 1:52,6,0,03/21/2020
,Vietnam,2/1/2020 7:38,6,0,03/21/2020
New South Wales,Australia,2/1/2020 18:12,4,0,03/21/2020
Victoria,Australia,2/1/2020 18:12,4,0,03/21/2020
,United Arab Emirates,1/31/2020 8:15,4,0,03/21/2020
Queensland,Australia,2/1/2020 18:12,3,0,03/21/2020
Ontario,Canada,2/1/2020 18:12,3,0,03/21/2020
,Italy,1/31/2020 8:15,2,0,03/21/2020
,Russia,1/31/2020 16:13,2,0,03/21/2020
,UK,2/1/2020 1:52,2,0,03/21/2020
"Chicago, IL",US,2/1/2020 19:43,2,03/21/2020,0
South Australia,Australia,2/1/2020 18:12,1,0,03/21/2020
,Cambodia,1/31/2020 8:15,1,0,03/21/2020
British Columbia,Canada,2/1/2020 18:12,1,0,03/21/2020
,Finland,1/31/2020 8:15,1,0,03/21/2020
,India,1/31/2020 8:15,1,0,03/21/2020
Tibet,Mainland China,2/1/2020 1:52,1,0,03/21/2020
,Nepal,1/31/2020 8:15,1,0,03/21/2020
,Philippines,2/1/2020 17:43,1,0,03/21/2020
,Spain,2/1/2020 2:13,1,0,03/21/2020
,Sri Lanka,1/31/2020 8:15,1,0,03/21/2020
,Sweden,2/1/2020 2:13,1,0,03/21/2020
"Boston, MA",US,2/1/2020 19:43,1,03/21/2020,0
"Los Angeles, CA",US,2/1/2020 19:53,1,03/21/2020,0
"Orange, CA",US,2/1/2020 19:53,1,03/21/2020,0
"Santa Clara, CA",US,2/1/2020 19:53,1,03/21/2020,0
"Seattle, WA",US,2/1/2020 19:43,1,03/21/2020,0
"Tempe, AZ",US,2/1/2020 19:43,1,03/21/2020,0
Hubei,Mainland China,2020-02-02T23:43:02,11177,350,03/21/2020
Zhejiang,Mainland China,2020-02-02T18:03:05,661,0,03/21/2020
Guangdong,Mainland China,2020-02-02T18:03:05,632,0,03/21/2020
Henan,Mainland China,2020-02-02T18:03:05,493,2,03/21/2020
Hunan,Mainland China,2020-02-02T18:03:05,463,0,03/21/2020
Anhui,Mainland China,2020-02-02T18:03:05,340,0,03/21/2020
Jiangxi,Mainland China,2020-02-02T18:03:05,333,0,03/21/2020
Chongqing,Mainland China,2020-02-02T23:33:02,300,2,03/21/2020
Jiangsu,Mainland China,2020-02-02T18:03:05,236,0,03/21/2020
Sichuan,Mainland China,2020-02-02T18:03:05,231,1,03/21/2020
Shandong,Mainland China,2020-02-02T18:03:05,230,0,03/21/2020
Beijing,Mainland China,2020-02-02T08:43:02,191,1,03/21/2020
Shanghai,Mainland China,2020-02-02T05:53:02,182,1,03/21/2020
Fujian,Mainland China,2020-02-02T03:43:01,159,0,03/21/2020
Shaanxi,Mainland China,2020-02-02T03:23:14,116,0,03/21/2020
Guangxi,Mainland China,2020-02-02T00:23:13,111,0,03/21/2020
Yunnan,Mainland China,2020-02-02T18:03:05,105,0,03/21/2020
Hebei,Mainland China,2020-02-02T02:53:02,104,1,03/21/2020
Heilongjiang,Mainland China,2020-02-02T03:23:14,95,2,03/21/2020
Liaoning,Mainland China,2020-02-02T18:03:05,70,0,03/21/2020
Shanxi,Mainland China,2020-02-02T23:23:13,66,0,03/21/2020
Hainan,Mainland China,2020-02-02T18:03:05,64,1,03/21/2020
Gansu,Mainland China,2020-02-02T23:43:02,51,0,03/21/2020
Tianjin,Mainland China,2020-02-02T09:43:01,48,0,03/21/2020
Guizhou,Mainland China,2020-02-02T01:03:32,38,0,03/21/2020
Ningxia,Mainland China,2020-02-02T01:43:02,28,0,03/21/2020
Inner Mongolia,Mainland China,2020-02-02T03:43:01,27,0,03/21/2020
Jilin,Mainland China,2020-02-02T02:33:02,23,0,03/21/2020
Xinjiang,Mainland China,2020-02-02T00:43:02,21,0,03/21/2020
,Japan,2020-02-01T18:53:03,20,0,03/21/2020
,Thailand,2020-01-31T10:37:00,19,0,03/21/2020
,Singapore,2020-02-02T01:03:32,18,0,03/21/2020
Hong Kong,Hong Kong,2020-02-02T23:53:02,15,0,03/21/2020
,South Korea,2020-02-02T02:23:13,15,0,03/21/2020
Qinghai,Mainland China,2020-02-02T05:33:03,11,0,03/21/2020
,Germany,2020-02-02T18:03:05,10,0,03/21/2020
Taiwan,Taiwan,2020-01-31T15:20:56,10,0,03/21/2020
Macau,Macau,2020-02-02T04:23:14,8,0,03/21/2020
,Malaysia,2020-01-31T08:15:53,8,0,03/21/2020
,France,2020-02-01T01:52:40,6,0,03/21/2020
,Vietnam,2020-02-01T07:38:12,6,0,03/21/2020
,United Arab Emirates,2020-02-02T05:43:01,5,0,03/21/2020
New South Wales,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Victoria,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Ontario,Canada,2020-02-01T18:12:49,3,0,03/21/2020
Queensland,Australia,2020-02-02T22:33:07,2,0,03/21/2020
South Australia,Australia,2020-02-02T22:33:07,2,0,03/21/2020
,India,2020-02-02T06:03:08,2,0,03/21/2020
,Italy,2020-01-31T08:15:53,2,0,03/21/2020
,Philippines,2020-02-02T03:33:07,2,1,03/21/2020
,Russia,2020-01-31T16:13:45,2,0,03/21/2020
,UK,2020-02-01T01:52:40,2,0,03/21/2020
"Chicago, IL",US,2020-02-01T19:43:03,2,03/21/2020,0
,Cambodia,2020-01-31T08:15:53,1,0,03/21/2020
British Columbia,Canada,2020-02-01T18:12:49,1,0,03/21/2020
,Finland,2020-01-31T08:15:53,1,0,03/21/2020
Tibet,Mainland China,2020-02-01T01:52:40,1,0,03/21/2020
,Nepal,2020-01-31T08:15:53,1,0,03/21/2020
,Spain,2020-02-01T23:43:02,1,0,03/21/2020
,Sri Lanka,2020-01-31T08:15:53,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Santa Clara, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Seattle, WA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Tempe, AZ",US,2020-02-01T19:43:03,1,03/21/2020,0
Hubei,Mainland China,2020-02-03T23:23:03,13522,414,03/21/2020
Guangdong,Mainland China,2020-02-03T12:53:02,725,0,03/21/2020
Zhejiang,Mainland China,2020-02-03T13:33:02,724,0,03/21/2020
Henan,Mainland China,2020-02-03T17:11:34,566,2,03/21/2020
Hunan,Mainland China,2020-02-03T11:03:10,521,0,03/21/2020
Anhui,Mainland China,2020-02-03T17:11:34,408,0,03/21/2020
Jiangxi,Mainland China,2020-02-03T01:33:02,391,0,03/21/2020
Chongqing,Mainland China,2020-02-03T23:43:02,337,2,03/21/2020
Jiangsu,Mainland China,2020-02-03T11:03:10,271,0,03/21/2020
Shandong,Mainland China,2020-02-03T17:11:34,259,0,03/21/2020
Sichuan,Mainland China,2020-02-03T11:23:23,254,1,03/21/2020
Beijing,Mainland China,2020-02-03T09:23:05,212,1,03/21/2020
Shanghai,Mainland China,2020-02-03T07:03:12,203,1,03/21/2020
Fujian,Mainland China,2020-02-03T11:33:13,179,0,03/21/2020
Shaanxi,Mainland China,2020-02-03T02:33:02,128,0,03/21/2020
Guangxi,Mainland China,2020-02-03T12:33:02,127,0,03/21/2020
Heilongjiang,Mainland China,2020-02-03T07:13:19,121,2,03/21/2020
Yunnan,Mainland China,2020-02-03T23:23:03,117,0,03/21/2020
Hebei,Mainland China,2020-02-03T00:23:14,113,1,03/21/2020
Liaoning,Mainland China,2020-02-03T17:11:34,74,0,03/21/2020
Shanxi,Mainland China,2020-02-03T23:13:11,74,0,03/21/2020
Hainan,Mainland China,2020-02-03T17:11:34,72,1,03/21/2020
Tianjin,Mainland China,2020-02-03T13:53:03,60,0,03/21/2020
Gansu,Mainland China,2020-02-03T23:03:08,55,0,03/21/2020
Guizhou,Mainland China,2020-02-03T01:03:22,46,0,03/21/2020
Inner Mongolia,Mainland China,2020-02-03T03:03:09,34,0,03/21/2020
Jilin,Mainland China,2020-02-03T00:53:03,31,0,03/21/2020
Ningxia,Mainland China,2020-02-03T08:33:03,31,0,03/21/2020
Xinjiang,Mainland China,2020-02-03T01:13:21,24,0,03/21/2020
,Japan,2020-02-01T18:53:03,20,0,03/21/2020
,Thailand,2020-01-31T10:37:00,19,0,03/21/2020
,Singapore,2020-02-02T01:03:32,18,0,03/21/2020
Hong Kong,Hong Kong,2020-02-02T23:53:02,15,0,03/21/2020
,South Korea,2020-02-02T02:23:13,15,0,03/21/2020
Qinghai,Mainland China,2020-02-03T02:43:01,13,0,03/21/2020
,Germany,2020-02-03T20:53:02,12,0,03/21/2020
Taiwan,Taiwan,2020-01-31T15:20:56,10,0,03/21/2020
Macau,Macau,2020-02-02T04:23:14,8,0,03/21/2020
,Malaysia,2020-01-31T08:15:53,8,0,03/21/2020
,Vietnam,2020-02-03T21:43:02,8,0,03/21/2020
,France,2020-02-01T01:52:40,6,0,03/21/2020
,United Arab Emirates,2020-02-02T05:43:01,5,0,03/21/2020
New South Wales,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Victoria,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Ontario,Canada,2020-02-01T18:12:49,3,0,03/21/2020
,India,2020-02-03T21:43:02,3,0,03/21/2020
Queensland,Australia,2020-02-02T22:33:07,2,0,03/21/2020
South Australia,Australia,2020-02-02T22:33:07,2,0,03/21/2020
,Italy,2020-01-31T08:15:53,2,0,03/21/2020
,Philippines,2020-02-02T03:33:07,2,1,03/21/2020
,Russia,2020-01-31T16:13:45,2,0,03/21/2020
,UK,2020-02-01T01:52:40,2,0,03/21/2020
"Chicago, IL",US,2020-02-01T19:43:03,2,03/21/2020,0
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"Santa Clara, CA",US,2020-02-03T00:43:02,2,03/21/2020,0
,Cambodia,2020-01-31T08:15:53,1,0,03/21/2020
British Columbia,Canada,2020-02-01T18:12:49,1,0,03/21/2020
,Finland,2020-01-31T08:15:53,1,0,03/21/2020
Tibet,Mainland China,2020-02-01T01:52:40,1,0,03/21/2020
,Nepal,2020-01-31T08:15:53,1,0,03/21/2020
,Spain,2020-02-01T23:43:02,1,0,03/21/2020
,Sri Lanka,2020-01-31T08:15:53,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Seattle, WA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Tempe, AZ",US,2020-02-01T19:43:03,1,03/21/2020,0
Hubei,Mainland China,2020-02-04T23:43:01,16678,479,03/21/2020
Zhejiang,Mainland China,2020-02-04T13:03:07,829,0,03/21/2020
Guangdong,Mainland China,2020-02-04T13:03:07,813,0,03/21/2020
Henan,Mainland China,2020-02-04T11:53:02,675,2,03/21/2020
Hunan,Mainland China,2020-02-04T14:03:03,593,0,03/21/2020
Anhui,Mainland China,2020-02-04T05:33:01,480,0,03/21/2020
Jiangxi,Mainland China,2020-02-04T14:43:02,476,0,03/21/2020
Chongqing,Mainland China,2020-02-04T23:43:01,366,2,03/21/2020
Jiangsu,Mainland China,2020-02-04T11:53:02,308,0,03/21/2020
Sichuan,Mainland China,2020-02-04T01:43:02,282,1,03/21/2020
Shandong,Mainland China,2020-02-04T12:03:04,275,0,03/21/2020
Beijing,Mainland China,2020-02-04T08:33:01,228,1,03/21/2020
Shanghai,Mainland China,2020-02-04T06:33:02,219,1,03/21/2020
Fujian,Mainland China,2020-02-04T12:13:11,194,0,03/21/2020
Heilongjiang,Mainland China,2020-02-04T07:43:01,155,2,03/21/2020
Shaanxi,Mainland China,2020-02-04T12:33:02,142,0,03/21/2020
Guangxi,Mainland China,2020-02-04T05:53:01,139,0,03/21/2020
Hebei,Mainland China,2020-02-04T08:53:01,126,1,03/21/2020
Yunnan,Mainland China,2020-02-04T23:23:02,122,0,03/21/2020
Liaoning,Mainland China,2020-02-04T14:13:08,81,0,03/21/2020
Shanxi,Mainland China,2020-02-04T23:23:02,81,0,03/21/2020
Hainan,Mainland China,2020-02-04T11:33:03,80,1,03/21/2020
Tianjin,Mainland China,2020-02-04T13:33:02,67,0,03/21/2020
Guizhou,Mainland China,2020-02-04T10:43:02,58,0,03/21/2020
Gansu,Mainland China,2020-02-04T15:43:02,57,0,03/21/2020
Jilin,Mainland China,2020-02-04T00:23:05,42,0,03/21/2020
Inner Mongolia,Mainland China,2020-02-04T03:03:07,35,0,03/21/2020
Ningxia,Mainland China,2020-02-04T02:13:18,34,0,03/21/2020
Xinjiang,Mainland China,2020-02-04T01:33:01,29,0,03/21/2020
,Thailand,2020-02-04T15:33:03,25,0,03/21/2020
,Singapore,2020-02-04T15:33:03,24,0,03/21/2020
,Japan,2020-02-04T16:43:03,22,0,03/21/2020
Hong Kong,Hong Kong,2020-02-04T09:03:02,17,1,03/21/2020
,South Korea,2020-02-04T15:33:03,16,0,03/21/2020
Qinghai,Mainland China,2020-02-04T01:33:01,15,0,03/21/2020
,Germany,2020-02-03T20:53:02,12,0,03/21/2020
Taiwan,Taiwan,2020-02-04T14:53:02,11,0,03/21/2020
Macau,Macau,2020-02-04T04:43:02,10,0,03/21/2020
,Malaysia,2020-02-04T07:33:02,10,0,03/21/2020
,Vietnam,2020-02-03T21:43:02,8,0,03/21/2020
,France,2020-02-01T01:52:40,6,0,03/21/2020
,United Arab Emirates,2020-02-02T05:43:01,5,0,03/21/2020
New South Wales,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Victoria,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Queensland,Australia,2020-02-04T16:53:03,3,0,03/21/2020
,India,2020-02-03T21:43:02,3,0,03/21/2020
South Australia,Australia,2020-02-02T22:33:07,2,0,03/21/2020
"Toronto, ON",Canada,2020-02-04T00:13:06,2,03/21/2020,0
,Italy,2020-01-31T08:15:53,2,0,03/21/2020
,Philippines,2020-02-02T03:33:07,2,1,03/21/2020
,Russia,2020-01-31T16:13:45,2,0,03/21/2020
,UK,2020-02-01T01:52:40,2,0,03/21/2020
"Chicago, IL",US,2020-02-01T19:43:03,2,03/21/2020,0
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"Santa Clara, CA",US,2020-02-03T00:43:02,2,03/21/2020,0
,Belgium,2020-02-04T15:43:02,1,0,03/21/2020
,Cambodia,2020-01-31T08:15:53,1,0,03/21/2020
British Columbia,Canada,2020-02-01T18:12:49,1,0,03/21/2020
"London, ON",Canada,2020-02-04T00:03:11,1,03/21/2020,0
,Finland,2020-01-31T08:15:53,1,0,03/21/2020
Tibet,Mainland China,2020-02-01T01:52:40,1,0,03/21/2020
,Nepal,2020-01-31T08:15:53,1,0,03/21/2020
,Spain,2020-02-01T23:43:02,1,0,03/21/2020
,Sri Lanka,2020-01-31T08:15:53,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Seattle, WA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Tempe, AZ",US,2020-02-01T19:43:03,1,03/21/2020,0
Hubei,Mainland China,2020-02-05T23:13:12,19665,549,03/21/2020
Guangdong,Mainland China,2020-02-05T13:23:04,895,0,03/21/2020
Zhejiang,Mainland China,2020-02-05T15:13:02,895,0,03/21/2020
Henan,Mainland China,2020-02-05T15:03:02,764,2,03/21/2020
Hunan,Mainland China,2020-02-05T15:23:02,661,0,03/21/2020
Jiangxi,Mainland China,2020-02-05T01:33:07,548,0,03/21/2020
Anhui,Mainland China,2020-02-05T13:43:02,530,0,03/21/2020
Chongqing,Mainland China,2020-02-05T23:43:02,389,2,03/21/2020
Jiangsu,Mainland China,2020-02-05T12:43:02,341,0,03/21/2020
Shandong,Mainland China,2020-02-05T10:13:13,307,0,03/21/2020
Sichuan,Mainland China,2020-02-05T10:13:13,301,1,03/21/2020
Beijing,Mainland China,2020-02-05T05:43:02,253,1,03/21/2020
Shanghai,Mainland China,2020-02-05T06:23:04,243,1,03/21/2020
Fujian,Mainland China,2020-02-05T12:33:01,205,0,03/21/2020
Heilongjiang,Mainland China,2020-02-05T12:13:04,190,2,03/21/2020
Shaanxi,Mainland China,2020-02-05T08:43:01,165,0,03/21/2020
Guangxi,Mainland China,2020-02-05T12:03:08,150,0,03/21/2020
Hebei,Mainland China,2020-02-05T11:23:18,135,1,03/21/2020
Yunnan,Mainland China,2020-02-05T23:33:02,128,0,03/21/2020
Hainan,Mainland China,2020-02-05T16:43:04,99,1,03/21/2020
Liaoning,Mainland China,2020-02-05T15:23:02,89,0,03/21/2020
Shanxi,Mainland China,2020-02-05T15:23:02,81,0,03/21/2020
Tianjin,Mainland China,2020-02-05T03:43:02,69,1,03/21/2020
Guizhou,Mainland China,2020-02-05T12:33:02,64,1,03/21/2020
Gansu,Mainland China,2020-02-05T16:23:06,62,0,03/21/2020
Jilin,Mainland China,2020-02-05T11:03:16,54,0,03/21/2020
Inner Mongolia,Mainland China,2020-02-05T08:53:02,42,0,03/21/2020
Ningxia,Mainland China,2020-02-04T02:13:18,34,0,03/21/2020
Xinjiang,Mainland China,2020-02-05T02:03:13,32,0,03/21/2020
,Singapore,2020-02-05T16:33:03,28,0,03/21/2020
,Thailand,2020-02-04T15:33:03,25,0,03/21/2020
,Japan,2020-02-04T16:43:03,22,0,03/21/2020
Hong Kong,Hong Kong,2020-02-05T13:13:10,21,1,03/21/2020
,South Korea,2020-02-05T15:33:01,19,0,03/21/2020
Qinghai,Mainland China,2020-02-05T03:13:05,17,0,03/21/2020
,Germany,2020-02-03T20:53:02,12,0,03/21/2020
,Malaysia,2020-02-05T15:43:02,12,0,03/21/2020
Taiwan,Taiwan,2020-02-04T14:53:02,11,0,03/21/2020
Macau,Macau,2020-02-04T04:43:02,10,0,03/21/2020
,Vietnam,2020-02-03T21:43:02,8,0,03/21/2020
,France,2020-02-01T01:52:40,6,0,03/21/2020
,United Arab Emirates,2020-02-02T05:43:01,5,0,03/21/2020
New South Wales,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Victoria,Australia,2020-02-01T18:12:49,4,0,03/21/2020
Queensland,Australia,2020-02-04T16:53:03,3,0,03/21/2020
,India,2020-02-03T21:43:02,3,0,03/21/2020
South Australia,Australia,2020-02-02T22:33:07,2,0,03/21/2020
British Columbia,Canada,2020-02-05T17:33:03,2,0,03/21/2020
"Toronto, ON",Canada,2020-02-04T00:13:06,2,03/21/2020,0
,Italy,2020-01-31T08:15:53,2,0,03/21/2020
,Philippines,2020-02-02T03:33:07,2,1,03/21/2020
,Russia,2020-01-31T16:13:45,2,0,03/21/2020
,UK,2020-02-01T01:52:40,2,0,03/21/2020
"Chicago, IL",US,2020-02-01T19:43:03,2,03/21/2020,0
"San Benito, CA",US,2020-02-03T03:53:02,2,03/21/2020,0
"Santa Clara, CA",US,2020-02-03T00:43:02,2,03/21/2020,0
,Belgium,2020-02-04T15:43:02,1,0,03/21/2020
,Cambodia,2020-01-31T08:15:53,1,0,03/21/2020
"London, ON",Canada,2020-02-04T00:03:11,1,03/21/2020,0
,Finland,2020-01-31T08:15:53,1,0,03/21/2020
Tibet,Mainland China,2020-02-01T01:52:40,1,0,03/21/2020
,Nepal,2020-01-31T08:15:53,1,0,03/21/2020
,Spain,2020-02-01T23:43:02,1,0,03/21/2020
,Sri Lanka,2020-01-31T08:15:53,1,0,03/21/2020
,Sweden,2020-02-01T02:13:26,1,0,03/21/2020
"Boston, MA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Madison, WI",US,2020-02-05T21:53:02,1,03/21/2020,0
"Orange, CA",US,2020-02-01T19:53:03,1,03/21/2020,0
"Seattle, WA",US,2020-02-01T19:43:03,1,03/21/2020,0
"Tempe, AZ",US,2020-02-01T19:43:03,1,03/21/2020,0
Hubei,Mainland China,2020-02-06T23:23:02,22112,618,03/21/2020
Guangdong,Mainland China,2020-02-06T12:43:02,970,0,03/21/2020
Zhejiang,Mainland China,2020-02-06T10:53:04,954,0,03/21/2020
Henan,Mainland China,2020-02-06T11:23:14,851,2,03/21/2020
Hunan,Mainland China,2020-02-06T13:13:06,711,0,03/21/2020
Jiangxi,Mainland China,2020-02-06T02:33:01,600,0,03/21/2020
Anhui,Mainland China,2020-02-06T13:33:02,591,0,03/21/2020
Chongqing,Mainland China,2020-02-06T23:33:02,411,2,03/21/2020
Jiangsu,Mainland China,2020-02-06T08:03:10,373,0,03/21/2020
Shandong,Mainland China,2020-02-06T07:53:02,347,0,03/21/2020
Sichuan,Mainland China,2020-02-06T08:03:10,321,1,03/21/2020
Beijing,Mainland China,2020-02-06T03:23:11,274,1,03/21/2020
Shanghai,Mainland China,2020-02-06T06:53:07,257,1,03/21/2020
Heilongjiang,Mainland China,2020-02-06T08:13:06,227,3,03/21/2020
Fujian,Mainland China,2020-02-06T11:03:19,215,0,03/21/2020
Shaanxi,Mainland China,2020-02-06T13:53:02,173,0,03/21/2020
Guangxi,Mainland China,2020-02-06T04:13:13,168,0,03/21/2020
Hebei,Mainland China,2020-02-06T13:53:02,157,1,03/21/2020
Yunnan,Mainland China,2020-02-06T09:43:02,133,0,03/21/2020
Hainan,Mainland China,2020-02-06T11:13:24,106,1,03/21/2020
Shanxi,Mainland China,2020-02-06T23:03:02,96,0,03/21/2020
Liaoning,Mainland China,2020-02-06T14:33:02,94,0,03/21/2020
Tianjin,Mainland China,2020-02-06T23:43:01,79,1,03/21/2020
Guizhou,Mainland China,2020-02-06T09:53:02,71,1,03/21/2020
Gansu,Mainland China,2020-02-05T16:23:06,62,0,03/21/2020
Jilin,Mainland China,2020-02-06T14:23:04,59,0,03/21/2020
Inner Mongolia,Mainland China,2020-02-06T02:23:08,46,0,03/21/2020
,Japan,2020-02-06T02:53:03,45,0,03/21/2020
Ningxia,Mainland China,2020-02-06T02:13:15,40,0,03/21/2020
Xinjiang,Mainland China,2020-02-06T01:13:08,36,0,03/21/2020
,Singapore,2020-02-05T16:33:03,28,0,03/21/2020
,Thailand,2020-02-04T15:33:03,25,0,03/21/2020
Hong Kong,Hong Kong,2020-02-06T14:43:02,24,1,03/21/2020
,South Korea,2020-02-06T02:53:03,23,0,03/21/2020
Qinghai,Mainland China,2020-02-06T02:13:15,18,0,03/21/2020
Taiwan,Taiwan,2020-02-06T15:03:04,16,0,03/21/2020
,Germany,2020-02-03T20:53:02,12,0,03/21/2020
,Malaysia,2020-02-05T15:43:02,12,0,03/21/2020
Macau,Macau,2020-02-06T14:23:04,10,0,03/21/2020
,Vietnam,2020-02-06T01:13:08,10,0,03/21/2020
